,Name,Draft Pick,Date,Game Result (W/L),Pass Completions,Passing Attempts,Passing Yards,Passing Touchdowns,Interceptions,QBR,Times Sacked,Rushing Attempts,Rushing Yards,Rushing Touchdowns,Fumbles
211,Josh Allen,7,2021-12-12,L,36.0,54.0,308.0,2.0,1.0,86.0,3.0,12.0,109.0,1.0,0.0
212,Josh Allen,7,2021-12-19,W,19.0,34.0,210.0,3.0,1.0,91.5,4.0,3.0,24.0,0.0,1.0
213,Josh Allen,7,2021-12-26,W,30.0,47.0,314.0,3.0,0.0,104.4,0.0,12.0,64.0,0.0,0.0
214,Josh Allen,7,2022-01-02,W,11.0,26.0,120.0,0.0,3.0,17.0,0.0,15.0,81.0,2.0,0.0
215,Josh Allen,7,2022-01-09,W,24.0,45.0,239.0,2.0,0.0,83.5,0.0,5.0,63.0,0.0,0.0
216,Josh Allen,7,2022-09-08,W,26.0,31.0,297.0,3.0,2.0,112.0,2.0,10.0,56.0,1.0,0.0
217,Josh Allen,7,2022-09-19,W,26.0,38.0,317.0,4.0,0.0,128.9,1.0,1.0,10.0,0.0,0.0
218,Josh Allen,7,2022-09-25,L,42.0,63.0,400.0,2.0,0.0,94.7,4.0,8.0,47.0,0.0,3.0
219,Josh Allen,7,2022-10-02,W,19.0,36.0,213.0,1.0,1.0,68.4,1.0,11.0,70.0,1.0,1.0
220,Josh Allen,7,2022-10-09,W,20.0,31.0,424.0,4.0,1.0,134.1,0.0,5.0,42.0,0.0,0.0
221,Josh Allen,7,2022-10-16,W,27.0,40.0,329.0,3.0,0.0,117.6,1.0,12.0,32.0,0.0,1.0
222,Josh Allen,7,2022-10-30,W,13.0,25.0,218.0,2.0,2.0,75.1,2.0,6.0,49.0,0.0,0.0
223,Josh Allen,7,2022-11-06,L,18.0,34.0,205.0,0.0,2.0,46.8,5.0,9.0,86.0,2.0,2.0
224,Josh Allen,7,2022-11-13,L,29.0,43.0,330.0,1.0,2.0,78.6,2.0,6.0,84.0,0.0,1.0
225,Josh Allen,7,2022-11-20,W,18.0,27.0,197.0,1.0,0.0,100.4,2.0,3.0,7.0,0.0,0.0
226,Josh Allen,7,2022-11-24,W,24.0,42.0,253.0,2.0,1.0,80.8,3.0,10.0,78.0,1.0,1.0
227,Josh Allen,7,2022-12-01,W,22.0,33.0,223.0,2.0,0.0,106.0,2.0,8.0,20.0,0.0,1.0
228,Josh Allen,7,2022-12-11,W,16.0,27.0,147.0,1.0,0.0,86.5,3.0,10.0,47.0,1.0,0.0
229,Josh Allen,7,2022-12-17,W,25.0,40.0,304.0,4.0,0.0,119.2,2.0,10.0,77.0,0.0,2.0
230,Josh Allen,7,2022-12-24,W,15.0,26.0,172.0,2.0,2.0,71.3,1.0,6.0,41.0,1.0,1.0
231,Josh Allen,7,2023-01-08,W,19.0,31.0,254.0,3.0,1.0,106.1,2.0,9.0,16.0,0.0,0.0
232,Josh Allen,7,2023-09-11,L,29.0,41.0,236.0,1.0,3.0,62.7,5.0,6.0,36.0,0.0,2.0
233,Josh Allen,7,2023-09-17,W,31.0,37.0,274.0,3.0,0.0,124.5,2.0,3.0,7.0,0.0,0.0
234,Josh Allen,7,2023-09-24,W,20.0,32.0,218.0,1.0,1.0,79.9,0.0,3.0,46.0,1.0,0.0
235,Josh Allen,7,2023-10-01,W,21.0,25.0,320.0,4.0,0.0,158.3,2.0,4.0,17.0,1.0,0.0
236,Josh Allen,7,2023-10-08,L,27.0,40.0,359.0,2.0,1.0,102.0,0.0,4.0,14.0,1.0,0.0
237,Josh Allen,7,2023-10-15,W,19.0,30.0,169.0,2.0,1.0,86.7,0.0,2.0,11.0,0.0,0.0
238,Josh Allen,7,2023-10-22,L,27.0,41.0,265.0,2.0,1.0,90.0,1.0,7.0,17.0,1.0,1.0
239,Josh Allen,7,2023-10-26,W,31.0,40.0,324.0,2.0,1.0,106.7,2.0,7.0,41.0,1.0,0.0
240,Josh Allen,7,2023-11-05,L,26.0,38.0,258.0,1.0,1.0,85.2,1.0,8.0,44.0,1.0,0.0
241,Josh Allen,7,2023-11-13,L,15.0,26.0,177.0,1.0,2.0,59.3,0.0,4.0,13.0,1.0,1.0
242,Josh Allen,7,2023-11-19,W,20.0,32.0,275.0,3.0,1.0,108.2,1.0,5.0,15.0,0.0,0.0
243,Josh Allen,7,2023-11-26,L,29.0,51.0,339.0,2.0,1.0,82.1,1.0,9.0,81.0,2.0,0.0
244,Josh Allen,7,2023-12-10,W,23.0,42.0,233.0,1.0,1.0,68.8,3.0,10.0,32.0,1.0,0.0
245,Josh Allen,7,2023-12-17,W,7.0,15.0,94.0,1.0,0.0,89.3,1.0,8.0,24.0,1.0,0.0
246,Josh Allen,7,2023-12-23,W,15.0,21.0,237.0,1.0,1.0,104.7,1.0,5.0,15.0,2.0,0.0
247,Josh Allen,7,2023-12-31,W,15.0,30.0,169.0,0.0,1.0,53.3,1.0,11.0,44.0,2.0,2.0
248,Josh Allen,7,2024-01-07,W,30.0,38.0,359.0,2.0,2.0,101.6,3.0,15.0,67.0,0.0,1.0
249,Josh Rosen,10,2018-09-23,L,4.0,7.0,36.0,0.0,1.0,31.5,1.0,1.0,12.0,0.0,0.0
250,Josh Rosen,10,2018-09-30,L,15.0,27.0,180.0,1.0,0.0,88.5,1.0,2.0,13.0,0.0,0.0
251,Josh Rosen,10,2018-10-07,W,10.0,25.0,170.0,1.0,0.0,77.1,1.0,3.0,-3.0,0.0,0.0
252,Josh Rosen,10,2018-10-14,L,21.0,31.0,240.0,0.0,1.0,77.4,4.0,0.0,0.0,0.0,0.0
253,Josh Rosen,10,2018-10-18,L,21.0,39.0,194.0,1.0,3.0,44.2,6.0,1.0,14.0,0.0,3.0
254,Josh Rosen,10,2018-10-28,W,23.0,40.0,252.0,2.0,1.0,82.5,3.0,2.0,12.0,0.0,0.0
255,Josh Rosen,10,2018-11-11,L,22.0,39.0,208.0,1.0,2.0,58.5,5.0,1.0,-1.0,0.0,1.0
256,Josh Rosen,10,2018-11-18,L,9.0,20.0,136.0,3.0,2.0,67.9,1.0,1.0,0.0,0.0,1.0
257,Josh Rosen,10,2018-11-25,L,12.0,19.0,105.0,1.0,1.0,73.4,2.0,2.0,-1.0,0.0,1.0
258,Josh Rosen,10,2018-12-02,W,11.0,26.0,149.0,0.0,0.0,61.2,2.0,2.0,32.0,0.0,1.0
259,Josh Rosen,10,2018-12-09,L,26.0,41.0,240.0,0.0,1.0,69.2,3.0,2.0,3.0,0.0,0.0
260,Josh Rosen,10,2018-12-16,L,13.0,22.0,132.0,0.0,2.0,38.4,6.0,2.0,8.0,0.0,1.0
261,Josh Rosen,10,2018-12-23,L,12.0,23.0,87.0,0.0,0.0,61.3,4.0,4.0,49.0,0.0,0.0
262,Josh Rosen,10,2018-12-30,L,18.0,34.0,149.0,1.0,0.0,74.3,6.0,0.0,0.0,0.0,2.0
263,Josh Rosen,10,2019-09-08,L,1.0,3.0,5.0,0.0,1.0,2.8,1.0,0.0,0.0,0.0,0.0
264,Josh Rosen,10,2019-09-15,L,7.0,18.0,97.0,0.0,1.0,33.8,3.0,0.0,0.0,0.0,0.0
265,Josh Rosen,10,2019-09-22,L,18.0,39.0,200.0,0.0,0.0,61.9,3.0,3.0,13.0,0.0,0.0
266,Josh Rosen,10,2019-09-29,L,17.0,24.0,180.0,1.0,1.0,88.9,4.0,0.0,0.0,0.0,1.0
267,Josh Rosen,10,2019-10-13,L,15.0,25.0,85.0,0.0,2.0,32.9,5.0,0.0,0.0,0.0,0.0
268,Josh Rosen,10,2019-11-10,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
269,Josh Rosen,10,2021-09-12,L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270,Josh Rosen,10,2021-09-19,L,0.0,2.0,0.0,0.0,0.0,39.6,0.0,0.0,0.0,0.0,0.0
271,Josh Rosen,10,2021-11-14,L,1.0,6.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
272,Josh Rosen,10,2021-11-18,L,1.0,3.0,5.0,0.0,1.0,2.8,0.0,0.0,0.0,0.0,0.0
273,Lamar Jackson,32,2018-09-09,W,1.0,4.0,24.0,0.0,0.0,52.1,1.0,7.0,39.0,0.0,1.0
274,Lamar Jackson,32,2018-09-13,L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0
275,Lamar Jackson,32,2018-09-23,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276,Lamar Jackson,32,2018-09-30,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,17.0,0.0,0.0
277,Lamar Jackson,32,2018-10-07,L,0.0,1.0,0.0,0.0,0.0,39.6,0.0,3.0,10.0,0.0,0.0
278,Lamar Jackson,32,2018-10-14,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,0.0,0.0
279,Lamar Jackson,32,2018-10-21,L,1.0,1.0,5.0,0.0,0.0,87.5,0.0,3.0,9.0,1.0,0.0
280,Lamar Jackson,32,2018-10-28,L,4.0,5.0,46.0,1.0,0.0,144.6,0.0,3.0,26.0,0.0,0.0
281,Lamar Jackson,32,2018-11-04,L,1.0,1.0,12.0,0.0,0.0,116.7,0.0,5.0,10.0,0.0,1.0
282,Lamar Jackson,32,2018-11-18,W,13.0,19.0,150.0,0.0,1.0,70.1,3.0,26.0,119.0,0.0,1.0
283,Lamar Jackson,32,2018-11-25,W,14.0,25.0,178.0,1.0,2.0,58.4,1.0,11.0,71.0,1.0,1.0
284,Lamar Jackson,32,2018-12-02,W,12.0,21.0,125.0,0.0,0.0,74.5,2.0,17.0,75.0,1.0,3.0
285,Lamar Jackson,32,2018-12-09,L,13.0,24.0,147.0,2.0,0.0,100.5,2.0,14.0,67.0,0.0,1.0
286,Lamar Jackson,32,2018-12-16,W,14.0,23.0,131.0,1.0,0.0,91.0,2.0,18.0,95.0,0.0,1.0
287,Lamar Jackson,32,2018-12-22,W,12.0,22.0,204.0,1.0,0.0,101.3,3.0,13.0,39.0,0.0,1.0
288,Lamar Jackson,32,2018-12-30,W,14.0,24.0,179.0,0.0,0.0,81.8,2.0,20.0,90.0,2.0,2.0
289,Lamar Jackson,32,2019-09-08,W,17.0,20.0,324.0,5.0,0.0,158.3,1.0,3.0,6.0,0.0,0.0
290,Lamar Jackson,32,2019-09-15,W,24.0,37.0,272.0,2.0,0.0,104.8,2.0,16.0,120.0,0.0,0.0
291,Lamar Jackson,32,2019-09-22,L,22.0,43.0,267.0,0.0,0.0,70.6,3.0,8.0,46.0,1.0,0.0
292,Lamar Jackson,32,2019-09-29,L,24.0,34.0,247.0,3.0,2.0,96.1,4.0,9.0,66.0,0.0,1.0
293,Lamar Jackson,32,2019-10-06,W,19.0,28.0,161.0,1.0,3.0,54.9,5.0,14.0,70.0,0.0,1.0
294,Lamar Jackson,32,2019-10-13,W,21.0,33.0,236.0,0.0,0.0,84.9,1.0,19.0,152.0,1.0,0.0
295,Lamar Jackson,32,2019-10-20,W,9.0,20.0,143.0,0.0,0.0,69.4,1.0,14.0,116.0,1.0,2.0
296,Lamar Jackson,32,2019-11-03,W,17.0,23.0,163.0,1.0,0.0,107.7,1.0,16.0,61.0,2.0,0.0
297,Lamar Jackson,32,2019-11-10,W,15.0,17.0,223.0,3.0,0.0,158.3,0.0,7.0,65.0,1.0,0.0
298,Lamar Jackson,32,2019-11-17,W,17.0,24.0,222.0,4.0,0.0,139.2,0.0,10.0,79.0,0.0,0.0
299,Lamar Jackson,32,2019-11-25,W,15.0,20.0,169.0,5.0,0.0,139.4,2.0,8.0,95.0,0.0,1.0
300,Lamar Jackson,32,2019-12-01,W,14.0,23.0,105.0,1.0,0.0,86.3,1.0,16.0,101.0,1.0,1.0
301,Lamar Jackson,32,2019-12-08,W,16.0,25.0,145.0,3.0,1.0,102.5,1.0,11.0,40.0,0.0,0.0
302,Lamar Jackson,32,2019-12-12,W,15.0,23.0,212.0,5.0,0.0,134.4,1.0,8.0,86.0,0.0,1.0
303,Lamar Jackson,32,2019-12-22,W,20.0,31.0,238.0,3.0,0.0,120.1,0.0,17.0,103.0,0.0,2.0
304,Lamar Jackson,32,2020-09-13,W,20.0,25.0,275.0,3.0,0.0,152.1,2.0,7.0,45.0,0.0,1.0
305,Lamar Jackson,32,2020-09-20,W,18.0,24.0,204.0,1.0,0.0,113.9,4.0,16.0,54.0,0.0,0.0
306,Lamar Jackson,32,2020-09-28,L,15.0,28.0,97.0,1.0,0.0,73.1,4.0,9.0,83.0,0.0,2.0
307,Lamar Jackson,32,2020-10-04,W,14.0,21.0,193.0,2.0,1.0,107.8,1.0,7.0,53.0,1.0,0.0
308,Lamar Jackson,32,2020-10-11,W,19.0,37.0,180.0,2.0,1.0,71.9,1.0,2.0,3.0,0.0,0.0
309,Lamar Jackson,32,2020-10-18,W,16.0,27.0,186.0,1.0,0.0,92.5,3.0,9.0,108.0,1.0,0.0
310,Lamar Jackson,32,2020-11-01,L,13.0,28.0,208.0,2.0,2.0,65.8,4.0,16.0,65.0,0.0,3.0
311,Lamar Jackson,32,2020-11-08,W,19.0,23.0,170.0,0.0,0.0,97.5,2.0,13.0,58.0,1.0,0.0
312,Lamar Jackson,32,2020-11-15,L,24.0,34.0,249.0,2.0,1.0,98.8,2.0,11.0,55.0,0.0,0.0
313,Lamar Jackson,32,2020-11-22,L,17.0,29.0,186.0,1.0,1.0,74.8,1.0,13.0,51.0,0.0,0.0
314,Lamar Jackson,32,2020-12-08,W,12.0,17.0,107.0,2.0,1.0,101.8,0.0,13.0,94.0,1.0,1.0
315,Lamar Jackson,32,2020-12-14,W,11.0,17.0,163.0,1.0,0.0,115.6,4.0,9.0,124.0,2.0,0.0
316,Lamar Jackson,32,2020-12-20,W,17.0,22.0,243.0,3.0,1.0,133.1,1.0,10.0,35.0,1.0,2.0
317,Lamar Jackson,32,2020-12-27,W,17.0,26.0,183.0,2.0,0.0,111.5,0.0,13.0,80.0,0.0,1.0
318,Lamar Jackson,32,2021-01-03,W,10.0,18.0,113.0,3.0,1.0,91.0,0.0,11.0,97.0,0.0,0.0
319,Lamar Jackson,32,2021-09-13,L,19.0,30.0,235.0,1.0,0.0,98.6,3.0,12.0,86.0,0.0,3.0
320,Lamar Jackson,32,2021-09-19,W,18.0,26.0,239.0,1.0,2.0,78.8,1.0,16.0,107.0,2.0,0.0
321,Lamar Jackson,32,2021-09-26,W,16.0,31.0,287.0,1.0,1.0,81.0,4.0,7.0,58.0,0.0,1.0
322,Lamar Jackson,32,2021-10-03,W,22.0,37.0,316.0,1.0,0.0,96.2,3.0,7.0,28.0,0.0,0.0
323,Lamar Jackson,32,2021-10-11,W,37.0,43.0,442.0,4.0,0.0,140.5,2.0,14.0,62.0,0.0,1.0
324,Lamar Jackson,32,2021-10-17,W,19.0,27.0,167.0,1.0,2.0,68.0,3.0,8.0,51.0,0.0,0.0
325,Lamar Jackson,32,2021-10-24,L,15.0,31.0,257.0,1.0,0.0,87.7,5.0,12.0,88.0,0.0,0.0
326,Lamar Jackson,32,2021-11-07,W,27.0,41.0,266.0,3.0,2.0,88.1,3.0,21.0,120.0,0.0,0.0
327,Lamar Jackson,32,2021-11-11,L,26.0,43.0,238.0,1.0,1.0,73.6,4.0,9.0,39.0,0.0,0.0
328,Lamar Jackson,32,2021-11-28,W,20.0,32.0,165.0,1.0,4.0,46.5,2.0,17.0,68.0,0.0,0.0
329,Lamar Jackson,32,2021-12-05,L,23.0,37.0,253.0,1.0,1.0,80.1,7.0,8.0,55.0,0.0,1.0
330,Lamar Jackson,32,2021-12-12,L,4.0,4.0,17.0,0.0,0.0,84.4,1.0,2.0,5.0,0.0,0.0
331,Lamar Jackson,32,2022-09-11,W,17.0,30.0,213.0,3.0,1.0,98.3,2.0,6.0,17.0,0.0,0.0
332,Lamar Jackson,32,2022-09-18,L,21.0,29.0,318.0,3.0,0.0,142.6,0.0,9.0,119.0,1.0,1.0
333,Lamar Jackson,32,2022-09-25,W,18.0,29.0,218.0,4.0,1.0,110.3,4.0,11.0,107.0,1.0,0.0
334,Lamar Jackson,32,2022-10-02,L,20.0,29.0,144.0,1.0,2.0,63.0,2.0,11.0,73.0,0.0,0.0
335,Lamar Jackson,32,2022-10-09,W,19.0,32.0,174.0,1.0,1.0,71.6,1.0,12.0,58.0,0.0,0.0
336,Lamar Jackson,32,2022-10-16,L,17.0,32.0,210.0,1.0,1.0,71.1,2.0,7.0,77.0,0.0,2.0
337,Lamar Jackson,32,2022-10-23,W,9.0,16.0,120.0,0.0,0.0,80.2,3.0,10.0,59.0,0.0,0.0
338,Lamar Jackson,32,2022-10-27,W,27.0,38.0,238.0,2.0,0.0,104.9,3.0,9.0,43.0,0.0,0.0
339,Lamar Jackson,32,2022-11-07,W,12.0,22.0,133.0,1.0,0.0,87.9,3.0,11.0,82.0,0.0,1.0
340,Lamar Jackson,32,2022-11-20,W,24.0,33.0,209.0,0.0,1.0,76.5,3.0,11.0,31.0,1.0,0.0
341,Lamar Jackson,32,2022-11-27,L,16.0,32.0,254.0,1.0,0.0,87.2,1.0,14.0,89.0,0.0,1.0
342,Lamar Jackson,32,2022-12-04,W,3.0,4.0,11.0,0.0,0.0,77.1,2.0,1.0,9.0,0.0,0.0
343,Lamar Jackson,32,2023-09-10,W,17.0,22.0,169.0,0.0,1.0,79.5,4.0,6.0,38.0,0.0,2.0
344,Lamar Jackson,32,2023-09-17,W,24.0,33.0,237.0,2.0,0.0,112.8,0.0,12.0,54.0,0.0,0.0
345,Lamar Jackson,32,2023-09-24,L,22.0,31.0,202.0,0.0,0.0,88.4,4.0,14.0,101.0,2.0,2.0
346,Lamar Jackson,32,2023-10-01,W,15.0,19.0,186.0,2.0,0.0,142.5,3.0,9.0,27.0,2.0,2.0
347,Lamar Jackson,32,2023-10-08,L,22.0,38.0,236.0,0.0,1.0,65.2,4.0,6.0,45.0,0.0,1.0
348,Lamar Jackson,32,2023-10-15,W,21.0,30.0,223.0,1.0,1.0,88.6,1.0,13.0,62.0,0.0,0.0
349,Lamar Jackson,32,2023-10-22,W,21.0,27.0,357.0,3.0,0.0,155.8,0.0,9.0,36.0,1.0,1.0
350,Lamar Jackson,32,2023-10-29,W,18.0,27.0,157.0,1.0,0.0,94.2,4.0,5.0,17.0,0.0,0.0
351,Lamar Jackson,32,2023-11-05,W,21.0,26.0,187.0,0.0,0.0,96.6,1.0,10.0,60.0,0.0,2.0
352,Lamar Jackson,32,2023-11-12,L,13.0,23.0,223.0,1.0,2.0,67.8,3.0,8.0,41.0,0.0,0.0
353,Lamar Jackson,32,2023-11-16,W,16.0,26.0,264.0,2.0,0.0,121.3,3.0,9.0,54.0,0.0,0.0
354,Lamar Jackson,32,2023-11-26,W,18.0,32.0,177.0,1.0,0.0,82.4,2.0,11.0,39.0,0.0,1.0
355,Lamar Jackson,32,2023-12-10,W,24.0,43.0,316.0,3.0,1.0,92.8,2.0,11.0,70.0,0.0,0.0
356,Lamar Jackson,32,2023-12-17,W,14.0,24.0,171.0,1.0,1.0,76.9,3.0,12.0,97.0,0.0,0.0
357,Lamar Jackson,32,2023-12-25,W,23.0,35.0,252.0,2.0,0.0,105.9,2.0,7.0,45.0,0.0,0.0
358,Lamar Jackson,32,2023-12-31,W,18.0,21.0,321.0,5.0,0.0,158.3,1.0,6.0,35.0,0.0,0.0
359,Mason Rudolph,76,2019-09-15,L,12.0,19.0,112.0,2.0,1.0,92.4,0.0,1.0,7.0,0.0,0.0
360,Mason Rudolph,76,2019-09-22,L,14.0,27.0,174.0,2.0,1.0,81.4,2.0,4.0,15.0,0.0,1.0
361,Mason Rudolph,76,2019-09-30,W,24.0,28.0,229.0,2.0,0.0,124.6,0.0,3.0,-3.0,0.0,0.0
362,Mason Rudolph,76,2019-10-06,L,13.0,20.0,131.0,1.0,0.0,100.2,1.0,0.0,0.0,0.0,0.0
363,Mason Rudolph,76,2019-10-28,W,20.0,36.0,251.0,2.0,1.0,84.4,2.0,0.0,0.0,0.0,1.0
364,Mason Rudolph,76,2019-11-03,W,26.0,35.0,191.0,1.0,1.0,84.3,1.0,3.0,5.0,0.0,1.0
365,Mason Rudolph,76,2019-11-10,W,22.0,38.0,242.0,1.0,0.0,85.6,3.0,2.0,-1.0,0.0,0.0
366,Mason Rudolph,76,2019-11-14,L,23.0,44.0,221.0,1.0,4.0,36.3,4.0,2.0,15.0,0.0,1.0
367,Mason Rudolph,76,2019-11-24,W,8.0,16.0,85.0,0.0,1.0,39.8,1.0,4.0,4.0,0.0,0.0
368,Mason Rudolph,76,2019-12-22,L,14.0,20.0,129.0,1.0,0.0,104.0,1.0,2.0,0.0,0.0,0.0
369,Mason Rudolph,76,2020-10-18,W,1.0,1.0,6.0,0.0,0.0,91.7,0.0,3.0,-3.0,0.0,0.0
370,Mason Rudolph,76,2020-11-08,W,2.0,3.0,3.0,0.0,0.0,70.1,0.0,0.0,0.0,0.0,0.0
371,Mason Rudolph,76,2020-11-15,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
372,Mason Rudolph,76,2020-11-22,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-4.0,0.0,0.0
373,Mason Rudolph,76,2021-01-03,L,22.0,39.0,315.0,2.0,1.0,89.2,1.0,1.0,1.0,0.0,0.0
374,Mason Rudolph,76,2021-11-14,T,30.0,50.0,242.0,1.0,1.0,70.6,0.0,4.0,36.0,0.0,1.0
375,Mason Rudolph,76,2021-12-26,L,5.0,8.0,35.0,0.0,0.0,72.4,0.0,1.0,17.0,0.0,0.0
376,Mason Rudolph,76,2023-12-16,L,2.0,3.0,3.0,0.0,0.0,70.1,1.0,0.0,0.0,0.0,0.0
377,Mason Rudolph,76,2023-12-23,W,17.0,27.0,290.0,2.0,0.0,124.0,1.0,2.0,4.0,0.0,0.0
378,Mason Rudolph,76,2023-12-31,W,18.0,24.0,274.0,0.0,0.0,112.2,1.0,6.0,5.0,0.0,0.0
379,Mason Rudolph,76,2024-01-06,W,18.0,20.0,152.0,1.0,0.0,115.0,3.0,2.0,-1.0,0.0,3.0
380,Kyle Lauletta,108,2018-12-09,W,0.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,-2.0,0.0,0.0
381,Kyle Lauletta,108,2018-12-30,L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
382,Mike White,171,2021-10-24,L,20.0,32.0,202.0,1.0,2.0,64.8,1.0,0.0,0.0,0.0,0.0
383,Mike White,171,2021-10-31,W,37.0,45.0,405.0,3.0,2.0,107.9,2.0,5.0,-1.0,0.0,0.0
384,Mike White,171,2021-11-04,L,7.0,11.0,95.0,1.0,0.0,121.4,0.0,0.0,0.0,0.0,0.0
385,Mike White,171,2021-11-14,L,24.0,44.0,251.0,0.0,4.0,33.4,1.0,0.0,0.0,0.0,0.0
386,Mike White,171,2022-11-27,W,22.0,28.0,315.0,3.0,0.0,149.3,1.0,3.0,2.0,0.0,0.0
387,Mike White,171,2022-12-04,L,31.0,57.0,369.0,0.0,2.0,59.8,1.0,3.0,7.0,1.0,0.0
388,Mike White,171,2022-12-11,L,27.0,44.0,268.0,0.0,0.0,78.6,3.0,0.0,0.0,0.0,1.0
389,Mike White,171,2023-01-01,L,23.0,46.0,240.0,0.0,2.0,47.4,4.0,0.0,0.0,0.0,1.0
390,Mike White,171,2023-09-24,W,2.0,2.0,67.0,1.0,0.0,158.3,0.0,1.0,-1.0,0.0,0.0
391,Mike White,171,2023-10-15,W,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,-4.0,0.0,0.0
392,Mike White,171,2023-11-24,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.0,0.0,0.0
393,Mike White,171,2023-12-03,W,1.0,1.0,3.0,0.0,0.0,79.2,0.0,0.0,0.0,0.0,0.0
394,Mike White,171,2023-12-17,W,2.0,2.0,4.0,0.0,0.0,79.2,0.0,2.0,-2.0,0.0,0.0
395,Mike White,171,2023-12-31,L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
396,Luke Falk,199,2019-09-16,L,20.0,25.0,198.0,0.0,0.0,99.7,2.0,0.0,0.0,0.0,0.0
397,Luke Falk,199,2019-09-22,L,12.0,22.0,98.0,0.0,1.0,47.2,5.0,0.0,0.0,0.0,0.0
398,Luke Falk,199,2019-10-06,L,15.0,26.0,120.0,0.0,2.0,37.3,9.0,0.0,0.0,0.0,2.0
399,Logan Woodside,249,2020-11-12,L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400,Logan Woodside,249,2020-11-22,W,1.0,1.0,7.0,0.0,0.0,95.8,0.0,0.0,0.0,0.0,0.0
401,Logan Woodside,249,2020-11-29,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-5.0,0.0,0.0
402,Logan Woodside,249,2020-12-13,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,0.0,0.0
403,Logan Woodside,249,2020-12-20,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-3.0,0.0,0.0
404,Logan Woodside,249,2020-12-27,L,0.0,2.0,0.0,0.0,0.0,39.6,0.0,0.0,0.0,0.0,0.0
405,Logan Woodside,249,2021-10-24,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0
406,Logan Woodside,249,2021-10-31,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0
407,Logan Woodside,249,2021-11-07,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0
408,Logan Woodside,249,2021-12-12,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-3.0,0.0,0.0
409,Logan Woodside,249,2022-01-02,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
410,Logan Woodside,249,2023-01-08,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
411,Logan Woodside,249,2024-01-07,L,3.0,4.0,27.0,0.0,1.0,53.1,1.0,1.0,6.0,0.0,0.0
